,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
672,0,3,F,30.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True
673,0,3,M,28.0,1,0,24.15,Q,Third,man,True,C,Queenstown,no,False
674,0,3,M,32.0,0,0,8.3625,S,Third,man,True,C,Southampton,no,True
675,0,3,M,24.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True
676,0,3,M,48.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True
677,0,2,F,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True
678,1,2,F,54.0,1,3,23.0,S,Second,woman,False,C,Southampton,yes,False
679,0,3,M,18.0,0,0,7.75,S,Third,man,True,C,Southampton,no,True
680,0,3,M,28.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
681,1,3,F,5.0,0,0,12.475,S,Third,child,False,C,Southampton,yes,True
682,0,3,M,28.0,0,0,7.7375,Q,Third,man,True,C,Queenstown,no,True
683,1,1,F,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False
684,1,3,F,13.0,0,0,7.2292,C,Third,child,False,C,Cherbourg,yes,True
685,1,1,F,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False
686,0,1,M,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True
687,0,3,M,28.0,1,2,23.45,S,Third,man,True,C,Southampton,no,False
688,0,3,M,25.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True
689,0,3,M,25.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True
690,1,3,F,18.0,0,0,7.4958,S,Third,woman,False,C,Southampton,yes,True
691,0,3,M,8.0,4,1,29.125,Q,Third,child,False,C,Queenstown,no,False
692,1,3,M,1.0,1,2,20.575,S,Third,child,False,C,Southampton,yes,False
693,0,1,M,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True
694,0,2,M,16.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True
695,0,1,M,28.0,0,0,30.6958,C,First,man,True,C,Cherbourg,no,True
696,0,3,M,25.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True
697,0,2,M,39.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True
698,1,1,F,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True
699,1,3,F,31.0,0,0,8.6833,S,Third,woman,False,C,Southampton,yes,True
700,0,3,M,30.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True
701,0,3,F,30.0,1,1,24.15,S,Third,woman,False,C,Southampton,no,False
702,1,2,F,31.0,1,1,26.25,S,Second,woman,False,C,Southampton,yes,False
703,1,1,M,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False
704,1,3,M,0.0,0,1,8.5167,C,Third,child,False,C,Cherbourg,yes,False
705,1,3,M,27.0,0,0,6.975,S,Third,man,True,C,Southampton,yes,True
706,0,3,M,31.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True
707,0,1,M,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True
708,0,3,F,18.0,0,0,7.775,S,Third,woman,False,C,Southampton,no,True
709,1,1,F,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False
710,0,3,M,26.0,0,0,7.8875,S,Third,man,True,C,Southampton,no,True
711,0,3,M,39.0,0,0,24.15,S,Third,man,True,C,Southampton,no,True
712,0,2,M,35.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True
713,0,3,F,6.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False
714,0,1,M,28.0,0,0,0.0,S,First,man,True,B,Southampton,no,True
715,0,3,F,23.0,0,0,7.925,S,Third,woman,False,C,Southampton,no,True
716,0,2,M,31.0,1,1,37.0042,C,Second,man,True,C,Cherbourg,no,False
717,0,3,M,43.0,0,0,6.45,S,Third,man,True,C,Southampton,no,True
718,0,3,M,10.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False
719,1,1,F,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False
720,1,3,M,27.0,0,0,8.6625,S,Third,man,True,C,Southampton,yes,True
721,0,1,M,38.0,0,0,0.0,S,First,man,True,C,Southampton,no,True
722,1,3,F,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False
723,0,3,M,2.0,4,1,39.6875,S,Third,child,False,C,Southampton,no,False
724,0,3,M,28.0,0,0,6.95,Q,Third,man,True,C,Queenstown,no,True
725,1,2,M,1.0,0,2,37.0042,C,Second,child,False,C,Cherbourg,yes,False
726,1,3,M,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,yes,True
727,1,1,F,62.0,0,0,80.0,S,First,woman,False,B,Southampton,yes,True
728,1,3,F,15.0,1,0,14.4542,C,Third,child,False,C,Cherbourg,yes,False
729,1,2,M,1.0,1,1,18.75,S,Second,child,False,C,Southampton,yes,False
730,0,3,M,23.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True
731,0,3,M,18.0,0,0,8.3,S,Third,man,True,C,Southampton,no,True
732,1,1,F,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False
733,0,3,M,21.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True
734,1,1,M,28.0,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True
735,0,3,M,20.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True
736,0,2,M,16.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True
737,1,1,F,30.0,0,0,31.0,C,First,woman,False,C,Cherbourg,yes,True
738,0,3,M,34.0,0,0,6.4375,C,Third,man,True,C,Cherbourg,no,True
739,0,3,M,42.0,0,0,7.55,S,Third,man,True,C,Southampton,no,True
740,0,3,M,35.0,0,0,7.8958,C,Third,man,True,C,Cherbourg,no,True
741,0,2,M,28.0,0,1,33.0,S,Second,man,True,C,Southampton,no,False
742,1,1,F,28.0,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False
743,0,3,M,4.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False
744,0,3,M,74.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True
745,0,3,F,9.0,1,1,15.2458,C,Third,child,False,C,Cherbourg,no,False
746,1,1,F,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False
747,0,2,F,44.0,1,0,26.0,S,Second,woman,False,C,Southampton,no,False
748,1,3,F,18.0,0,1,9.35,S,Third,woman,False,C,Southampton,yes,False
749,1,1,F,45.0,1,1,164.8667,S,First,woman,False,C,Southampton,yes,False
750,1,1,M,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True
751,1,3,F,24.0,0,3,19.2583,C,Third,woman,False,C,Cherbourg,yes,False
752,0,3,M,41.0,2,0,14.1083,S,Third,man,True,C,Southampton,no,False
753,0,2,M,21.0,1,0,11.5,S,Second,man,True,C,Southampton,no,False
754,1,1,F,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True
755,0,2,M,24.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True
756,1,2,F,42.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True
757,1,2,F,27.0,1,0,13.8583,C,Second,woman,False,C,Cherbourg,yes,False
758,0,1,M,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True
759,1,3,M,4.0,1,1,11.1333,S,Third,child,False,C,Southampton,yes,False
760,1,1,F,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False
761,0,1,M,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True
762,0,3,M,47.0,0,0,9.0,S,Third,man,True,C,Southampton,no,True
763,1,2,F,28.0,1,0,24.0,C,Second,woman,False,C,Cherbourg,yes,False
764,1,3,F,15.0,0,0,7.225,C,Third,child,False,C,Cherbourg,yes,True
765,0,3,M,20.0,0,0,9.8458,S,Third,man,True,C,Southampton,no,True
766,1,1,F,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False
767,1,2,F,25.0,0,1,26.0,S,Second,woman,False,C,Southampton,yes,False
768,0,3,M,33.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True
769,0,3,F,22.0,0,0,10.5167,S,Third,woman,False,C,Southampton,no,True
770,0,2,M,28.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True
771,0,3,F,39.0,0,5,29.125,Q,Third,woman,False,C,Queenstown,no,False
772,1,1,F,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True
773,0,3,F,28.0,1,2,23.45,S,Third,woman,False,C,Southampton,no,False
774,1,1,M,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True
775,0,3,M,32.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True
